PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),NOx (ppb),NH3 (µg/m³),hour,month,dayofweek
32.5,83.75,2.42,8.93,1.72,26.05,6.68,12.52,5,2,4
38.25,100.25,2.95,15.02,1.89,22.3,10.38,13.25,6,2,4
56.25,153.75,2.62,13.72,1.99,47.18,9.43,16.7,7,2,4
83.25,210.75,2.3,10.68,2.11,68.45,7.6,18.9,8,2,4
92.5,213.5,2.68,11.12,1.98,85.1,8.05,18.27,9,2,4
86.25,187.5,2.35,11.7,1.83,100.3,8.15,21.42,10,2,4
78.0,161.25,2.45,11.68,1.78,116.88,8.2,23.58,11,2,4
69.5,149.5,2.42,10.42,1.59,120.12,7.52,20.75,12,2,4
61.25,127.25,1.95,11.15,1.41,125.88,7.5,15.32,13,2,4
53.0,116.0,2.4,13.2,1.44,123.25,8.98,12.65,14,2,4
55.75,123.25,2.12,12.32,1.58,125.98,8.3,12.92,15,2,4
58.25,134.75,1.98,14.2,1.94,114.7,9.18,14.45,16,2,4
73.5,180.75,2.05,14.9,1.96,97.38,9.57,17.2,17,2,4
85.5,212.25,2.05,16.55,1.88,90.8,10.5,15.55,18,2,4
74.5,163.5,2.2,17.3,1.77,78.08,10.98,13.45,19,2,4
62.0,138.75,2.28,16.0,1.68,73.92,10.38,12.02,20,2,4
55.0,118.0,1.85,11.68,1.63,83.48,7.72,10.12,21,2,4
42.0,86.5,1.88,11.4,1.65,82.65,7.55,9.95,22,2,4
43.5,94.25,1.9,12.82,1.64,75.42,8.38,11.08,23,2,4
50.75,108.0,2.02,14.28,1.82,73.5,9.25,12.3,0,2,5
59.0,132.25,2.07,15.3,1.84,62.03,9.8,13.17,1,2,5
56.75,149.0,2.37,17.03,1.87,56.42,11.0,13.53,2,2,5
61.25,147.0,2.25,14.95,2.05,48.38,9.8,13.98,3,2,5
64.0,149.75,2.4,12.4,1.85,59.42,8.5,13.2,4,2,5
57.5,136.5,2.1,11.2,1.71,63.98,7.65,11.62,5,2,5
47.0,133.0,2.25,12.8,1.74,55.02,8.62,11.58,6,2,5
52.5,146.25,2.52,15.48,1.8,58.12,10.25,12.65,7,2,5
61.25,147.25,2.92,18.6,1.96,65.08,12.22,13.02,8,2,5
59.75,142.75,2.9,15.82,1.9,74.3,10.75,12.05,9,2,5
51.5,129.5,2.98,14.58,1.86,83.15,10.15,12.2,10,2,5
46.0,136.5,2.62,14.5,1.8,92.98,9.88,12.52,11,2,5
43.25,118.75,2.68,12.92,1.62,100.25,9.05,12.38,12,2,5
46.25,108.25,2.2,12.4,1.59,100.2,8.38,12.62,13,2,5
45.5,110.5,1.98,12.52,1.56,104.85,8.25,12.32,14,2,5
50.0,116.75,1.88,11.95,1.54,103.65,7.88,12.68,15,2,5
50.5,125.75,1.75,13.32,1.71,104.88,8.57,13.32,16,2,5
53.25,138.5,2.22,18.9,1.89,85.08,11.88,13.98,17,2,5
59.25,142.25,2.35,19.25,1.88,77.4,12.18,14.75,18,2,5
61.0,144.5,2.22,12.15,1.76,77.75,8.25,13.9,19,2,5
53.5,124.5,2.42,10.8,1.7,61.98,7.68,12.05,20,2,5
53.25,121.75,2.28,9.92,1.74,66.4,7.15,11.9,21,2,5
59.75,130.5,2.0,9.78,1.72,66.03,6.82,11.75,22,2,5
63.0,129.25,2.12,9.35,1.68,66.1,6.68,12.05,23,2,5
53.0,126.0,1.7,8.38,1.82,66.93,5.85,12.38,0,2,6
54.25,145.5,2.0,8.83,1.83,56.67,6.33,12.33,1,2,6
57.5,142.5,1.93,15.0,1.88,45.82,9.57,12.63,2,2,6
59.25,140.0,2.25,10.3,2.0,68.78,7.3,16.73,3,2,6
82.75,150.75,2.5,12.3,1.92,61.92,8.57,18.95,4,2,6
83.0,154.0,2.38,13.72,1.92,59.72,9.22,18.1,5,2,6
87.0,158.5,3.48,20.42,1.96,47.15,13.68,17.32,6,2,6
84.0,163.5,2.58,17.68,1.92,58.58,11.5,17.23,7,2,6
76.25,164.5,2.7,17.18,2.05,69.8,11.3,16.95,8,2,6
78.75,165.5,2.7,16.12,1.95,80.95,10.78,17.05,9,2,6
70.5,170.0,2.48,13.15,1.75,84.68,9.0,17.5,10,2,6
65.5,145.25,2.4,11.65,1.54,77.82,8.15,17.0,11,2,6
54.5,106.25,2.55,10.78,1.38,81.4,7.82,16.48,12,2,6
58.0,100.5,2.45,14.28,1.48,93.85,9.6,17.23,13,2,6
64.25,125.0,2.58,20.05,1.57,93.6,12.75,16.25,14,2,6
70.75,138.75,2.6,17.82,1.56,96.1,11.58,14.82,15,2,6
69.75,148.25,2.28,16.58,1.73,97.35,10.7,16.3,16,2,6
75.5,140.0,2.05,15.45,1.79,94.88,9.9,16.82,17,2,6
65.0,144.0,2.12,16.85,1.9,84.8,10.68,16.88,18,2,6
68.0,146.25,2.3,15.9,1.9,83.9,10.35,16.65,19,2,6
67.75,142.5,2.28,16.3,1.78,78.45,10.52,16.2,20,2,6
65.75,132.75,2.45,15.68,1.72,74.9,10.32,15.62,21,2,6
61.5,122.0,2.58,15.58,1.66,73.68,10.38,15.02,22,2,6
59.75,130.5,2.08,13.3,1.58,75.05,8.75,15.5,23,2,6
58.25,128.75,2.0,12.8,1.92,75.07,8.43,15.95,0,2,0
57.25,141.25,1.97,14.0,1.95,74.47,9.1,16.53,1,2,0
61.25,144.5,2.3,16.33,1.94,72.95,10.57,16.9,2,2,0
63.5,151.0,2.3,13.15,1.95,68.58,8.9,17.2,3,2,0
67.5,146.5,2.38,12.95,1.81,64.78,8.8,16.1,4,2,0
63.75,147.5,2.55,16.55,1.83,65.03,10.9,14.95,5,2,0
65.75,163.75,3.05,18.38,1.82,62.15,12.25,14.5,6,2,0
62.0,156.25,3.02,17.98,1.79,65.97,12.02,15.2,7,2,0
59.25,152.0,2.65,15.1,1.86,75.48,10.2,15.58,8,2,0
51.25,134.75,2.8,14.22,1.88,78.62,9.85,15.77,9,2,0
51.25,126.75,2.72,12.2,1.78,88.72,8.7,17.45,10,2,0
48.75,113.75,3.0,12.52,1.68,94.55,9.1,18.32,11,2,0
46.75,103.25,2.95,11.85,1.47,95.88,8.72,18.5,12,2,0
43.5,94.0,2.6,11.92,1.42,98.88,8.48,18.92,13,2,0
45.5,93.0,2.35,10.95,1.39,101.35,7.75,19.3,14,2,0
48.5,91.75,2.28,12.68,1.4,105.1,8.55,20.82,15,2,0
54.0,103.25,2.0,16.9,1.67,103.92,10.6,21.02,16,2,0
60.0,129.0,2.95,25.15,1.9,79.47,15.8,22.82,17,2,0
68.5,149.25,2.8,26.28,1.91,89.05,16.27,22.05,18,2,0
60.75,144.0,2.3,21.85,1.93,87.43,13.5,19.05,19,2,0
52.75,111.0,2.58,19.18,1.83,81.9,12.3,15.58,20,2,0
49.5,110.5,2.12,18.15,1.81,84.5,11.35,14.18,21,2,0
50.75,106.5,2.08,19.08,1.81,79.97,11.82,13.3,22,2,0
47.75,101.75,2.35,22.78,1.93,73.6,14.02,13.5,23,2,0
51.25,114.75,2.25,25.22,2.41,50.03,15.25,14.62,0,2,1
58.25,120.0,3.2,33.63,2.48,39.13,20.43,15.07,1,2,1
66.0,122.75,2.93,30.23,2.37,42.5,18.43,14.97,2,2,1
56.25,110.0,2.82,21.4,2.39,41.65,13.68,15.0,3,2,1
56.75,111.25,2.72,24.72,2.27,45.05,15.38,13.92,4,2,1
58.5,105.0,2.95,27.72,2.44,36.88,17.18,15.68,5,2,1
85.75,145.25,2.35,30.3,3.16,12.18,18.05,31.2,6,2,1
142.0,244.25,1.78,20.6,2.73,52.98,12.4,28.9,7,2,1
111.0,221.0,1.3,7.2,2.26,92.92,4.88,20.12,8,2,1
64.5,151.25,1.55,5.6,2.26,115.82,4.22,19.5,9,2,1
60.0,151.25,1.25,5.68,2.16,135.02,4.03,21.45,10,2,1
63.0,154.25,1.08,4.8,1.99,140.55,3.4,22.35,11,2,1
59.25,129.0,1.6,3.45,1.83,137.15,3.15,23.35,12,2,1
56.5,114.75,1.7,2.72,1.69,138.0,2.82,23.8,13,2,1
53.75,101.0,1.55,3.18,1.68,136.93,2.95,24.48,14,2,1
51.5,105.5,2.15,2.72,1.67,134.1,3.12,24.7,15,2,1
56.75,129.5,1.45,4.88,2.02,123.75,3.8,25.6,16,2,1
61.75,157.75,1.45,5.98,2.12,116.2,4.42,28.2,17,2,1
74.5,162.0,1.65,6.93,2.2,109.92,5.03,29.62,18,2,1
85.5,166.25,1.9,5.68,2.22,108.4,4.55,27.95,19,2,1
84.25,173.25,2.0,5.25,2.18,100.65,4.4,26.1,20,2,1
86.5,186.5,2.03,6.02,2.18,95.35,4.85,24.83,21,2,1
90.75,199.5,1.68,8.1,2.23,84.82,5.68,24.0,22,2,1
91.5,216.75,2.05,15.6,2.19,66.78,9.98,22.45,23,2,1
97.5,217.75,2.28,15.72,1.83,85.3,10.22,21.12,0,2,2
85.25,190.5,1.67,12.23,1.8,93.0,7.9,25.97,1,2,2
75.25,181.75,2.07,17.2,1.91,80.53,10.8,25.8,2,2,2
81.75,189.75,2.22,12.68,1.9,79.72,8.55,21.95,3,2,2
75.5,171.75,2.38,13.55,1.88,66.35,9.12,17.7,4,2,2
63.5,121.75,2.18,12.92,1.76,61.25,8.62,15.7,5,2,2
55.0,114.5,2.82,22.6,1.84,48.92,14.3,14.65,6,2,2
59.0,119.75,2.38,12.45,1.71,62.75,8.55,14.8,7,2,2
41.5,101.25,2.17,9.93,1.65,77.32,7.08,17.23,8,2,2
50.33,104.67,1.87,8.93,1.63,100.17,6.27,20.53,9,2,2
52.25,97.5,1.82,9.57,1.54,111.0,6.58,24.15,10,2,2
55.67,105.0,2.07,11.0,1.54,115.17,7.57,22.7,11,2,2
55.5,102.0,2.05,11.7,1.45,128.7,7.9,21.15,12,2,2
56.0,97.5,1.82,11.15,1.25,123.42,7.42,18.6,13,2,2
54.0,98.0,1.78,12.32,1.3,123.55,8.02,17.73,14,2,2
58.0,107.25,2.02,13.3,1.28,111.4,8.72,17.88,15,2,2
58.0,107.5,2.17,13.95,1.42,94.32,9.2,18.38,16,2,2
56.75,113.0,2.17,15.1,1.6,84.75,9.78,19.52,17,2,2
54.25,109.75,2.3,21.62,1.74,66.0,13.35,22.3,18,2,2
59.5,129.75,2.05,20.0,1.7,66.15,12.3,20.68,19,2,2
63.5,134.75,2.33,16.55,1.6,66.92,10.7,17.42,20,2,2
59.5,139.5,2.2,14.12,1.44,65.85,9.3,14.62,21,2,2
58.25,121.0,2.08,7.82,1.41,61.9,5.82,14.62,22,2,2
50.75,113.5,2.17,9.18,1.45,52.47,6.6,13.08,23,2,2
56.25,131.75,1.92,10.98,1.79,46.63,7.4,13.38,0,2,3
53.5,156.5,2.43,13.37,1.87,25.1,9.07,12.67,1,2,3
50.75,136.75,3.0,16.5,1.87,21.85,11.23,12.7,2,2,3
47.75,154.75,3.0,14.3,1.87,16.65,10.0,14.48,3,2,3
55.25,163.0,5.7,23.18,1.87,6.88,16.95,16.55,4,2,3
62.5,164.0,6.88,27.22,1.87,11.5,20.12,18.18,5,2,3
72.0,183.0,4.97,21.4,1.87,21.08,15.4,18.55,6,2,3
77.0,208.0,7.85,27.28,1.87,23.02,20.88,18.2,7,2,3
90.0,266.25,7.2,30.85,1.87,36.25,22.25,19.65,8,2,3
108.0,293.5,4.72,23.42,1.87,79.65,16.3,21.42,9,2,3
101.0,271.75,2.58,14.72,1.87,116.1,9.95,25.2,10,2,3
87.5,182.25,2.3,13.25,1.19,134.93,8.95,29.6,11,2,3
75.5,136.5,2.38,16.15,1.67,144.93,10.5,25.88,12,2,3
70.5,122.25,2.28,16.23,1.42,142.48,10.48,21.42,13,2,3
54.5,108.25,1.8,16.8,1.33,118.9,10.42,14.32,14,2,3
39.5,93.0,1.98,16.1,1.34,114.48,10.18,11.35,15,2,3
43.0,97.75,1.7,17.42,1.49,124.4,10.65,13.77,16,2,3
52.75,120.25,2.38,28.98,1.99,89.28,17.35,14.9,17,2,3
68.0,169.75,4.2,53.78,2.37,33.08,32.05,15.88,18,2,3
77.0,238.75,2.28,14.6,1.78,40.35,9.62,13.22,19,2,3
40.5,151.0,2.1,13.45,1.69,38.38,8.85,12.15,20,2,3
39.5,128.0,2.28,12.82,1.53,38.72,8.65,11.4,21,2,3
40.25,105.5,2.72,18.5,1.6,29.95,12.05,11.18,22,2,3
38.75,107.0,2.6,17.88,1.58,27.3,11.65,11.15,23,2,3
41.75,106.25,2.35,13.58,1.74,25.47,9.15,11.08,0,3,4
44.5,110.75,3.23,16.53,1.97,2.6,11.4,11.53,1,3,4
49.0,140.0,4.97,23.93,2.06,5.12,16.77,14.27,2,3,4
58.0,173.0,5.85,22.4,2.06,2.88,16.65,17.88,3,3,4
55.0,208.75,3.9,16.02,1.94,14.68,11.7,16.7,4,3,4
41.75,183.75,2.22,5.65,1.68,27.48,4.82,13.42,5,3,4
33.0,109.5,2.92,8.18,1.76,25.92,6.72,12.3,6,3,4
39.0,123.0,2.7,7.75,1.73,38.75,6.28,11.88,7,3,4
43.0,124.0,3.02,9.05,1.75,52.0,7.3,13.85,8,3,4
53.25,131.5,2.62,10.23,1.74,68.7,7.55,18.7,9,3,4
45.75,107.0,2.92,12.2,1.85,91.2,8.82,31.38,10,3,4
51.75,116.75,2.28,11.72,1.79,113.02,8.07,31.8,11,3,4
53.5,116.5,2.3,11.78,1.71,124.2,8.12,26.9,12,3,4
53.75,116.5,2.02,12.25,1.52,135.5,8.18,22.32,13,3,4
56.75,113.0,2.25,10.68,1.55,129.57,7.45,16.52,14,3,4
49.75,112.25,2.0,10.52,1.46,126.25,7.22,17.02,15,3,4
46.5,99.5,1.75,10.52,1.4,77.82,6.98,16.38,16,3,4
39.25,101.5,2.1,11.75,1.7,57.78,7.95,16.02,17,3,4
43.0,99.5,2.15,12.15,1.8,49.22,8.2,16.2,18,3,4
42.5,105.0,2.35,13.95,1.82,47.42,9.32,17.85,19,3,4
49.0,118.75,2.02,11.18,1.78,40.52,7.6,15.45,20,3,4
44.5,124.75,2.22,13.18,1.67,36.0,8.8,13.7,21,3,4
48.25,130.0,2.22,16.68,1.67,29.32,10.68,13.1,22,3,4
45.0,118.25,2.08,14.12,1.61,32.48,9.2,12.58,23,3,4
43.5,113.25,1.6,8.57,1.59,36.3,5.85,12.08,0,3,5
48.0,119.75,1.37,6.93,1.7,25.47,4.8,12.03,1,3,5
46.0,133.0,1.7,8.03,1.72,26.38,5.63,12.0,2,3,5
39.75,113.0,2.28,6.28,1.72,23.9,5.22,12.52,3,3,5
38.75,112.25,2.62,12.28,1.77,15.8,8.65,13.22,4,3,5
38.0,117.5,3.0,13.52,1.74,15.88,9.62,13.5,5,3,5
42.75,122.0,4.78,18.55,1.88,14.3,13.7,13.7,6,3,5
59.5,155.5,4.0,13.5,1.74,30.68,10.48,13.12,7,3,5
60.25,123.25,2.85,5.38,1.6,48.52,5.18,14.12,8,3,5
41.75,88.5,1.9,5.85,1.64,62.12,4.65,15.12,9,3,5
35.5,84.25,1.78,7.12,1.66,77.45,5.25,23.25,10,3,5
36.25,68.5,1.9,8.68,1.65,91.2,6.12,24.3,11,3,5
34.25,77.75,2.33,8.85,1.68,92.75,6.62,18.55,12,3,5
33.75,67.5,2.02,9.78,1.45,109.38,6.85,13.68,13,3,5
29.25,60.5,1.8,10.48,1.37,112.2,7.08,9.6,14,3,5
28.5,69.5,2.05,9.3,1.39,101.85,6.6,10.98,15,3,5
34.5,86.5,2.08,6.78,1.4,72.43,5.3,14.32,16,3,5
39.25,92.75,1.75,8.8,1.63,61.62,6.1,14.32,17,3,5
37.0,91.0,2.05,10.4,1.74,52.2,7.2,13.65,18,3,5
37.75,109.75,2.33,8.18,1.68,42.28,6.2,13.73,19,3,5
41.0,108.0,2.0,7.1,1.67,39.07,5.43,12.87,20,3,5
40.5,121.25,2.08,10.05,1.58,38.2,7.02,12.02,21,3,5
38.75,123.0,1.82,11.75,1.5,40.2,7.75,11.52,22,3,5
41.67,118.67,2.07,12.67,1.6,24.5,8.4,11.97,23,3,5
51.0,125.25,2.82,13.1,1.82,16.27,9.27,12.18,0,3,6
53.5,137.5,2.3,11.33,1.9,15.57,7.93,12.27,1,3,6
47.0,159.0,2.0,10.7,1.83,25.62,7.3,11.77,2,3,6
40.5,134.75,2.22,9.98,1.84,23.48,7.1,11.65,3,3,6
39.75,124.5,2.4,10.45,1.87,22.42,7.52,11.58,4,3,6
41.25,140.75,2.28,10.58,1.8,27.98,7.48,11.82,5,3,6
39.75,129.5,2.78,12.42,1.83,32.75,8.85,11.48,6,3,6
44.0,137.33,2.2,8.37,1.75,49.27,6.23,11.93,7,3,6
47.5,126.0,2.12,4.88,1.58,57.58,4.32,13.18,8,3,6
44.0,98.25,1.82,4.45,1.66,63.18,3.82,14.25,9,3,6
37.5,99.75,2.05,5.1,1.72,71.12,4.4,15.25,10,3,6
39.5,90.5,2.1,6.08,1.74,77.12,4.92,23.22,11,3,6
40.0,80.5,1.92,6.92,1.75,84.28,5.25,23.2,12,3,6
36.5,73.25,1.82,7.25,1.58,91.58,5.32,19.5,13,3,6
37.0,68.5,1.65,7.4,1.48,94.0,5.3,15.45,14,3,6
34.0,72.25,1.75,3.35,1.53,91.8,3.2,15.48,15,3,6
34.75,81.0,2.2,8.38,1.58,83.92,6.22,14.12,16,3,6
43.0,92.0,1.8,13.25,2.05,70.4,8.5,13.58,17,3,6
58.5,123.5,2.05,15.05,2.0,47.88,9.67,13.15,18,3,6
52.0,139.75,2.05,10.15,1.88,44.58,7.02,12.75,19,3,6
43.0,127.25,1.68,9.22,1.84,43.5,6.3,11.98,20,3,6
38.25,114.25,2.02,10.5,1.77,40.5,7.22,11.7,21,3,6
41.25,118.25,2.0,10.38,1.66,39.55,7.18,11.35,22,3,6
38.5,111.75,1.78,8.28,1.6,40.97,5.82,10.75,23,3,6
37.0,121.0,2.07,7.07,1.73,38.87,5.4,10.23,0,3,0
32.0,97.5,1.6,5.0,1.76,31.03,3.97,10.27,1,3,0
34.75,115.25,1.87,5.23,1.81,35.38,4.3,10.3,2,3,0
34.25,112.5,1.98,1.45,1.78,35.72,2.38,10.72,3,3,0
33.5,112.5,1.68,3.0,1.78,35.55,2.95,9.9,4,3,0
29.25,106.0,1.52,5.1,1.76,36.22,3.98,9.82,5,3,0
29.5,108.0,2.08,7.78,1.74,33.6,5.8,9.52,6,3,0
30.25,120.0,2.22,7.42,1.74,40.4,5.75,9.55,7,3,0
37.25,105.0,2.17,5.45,1.64,52.2,4.65,10.62,8,3,0
38.5,100.75,2.35,6.4,1.71,57.72,5.35,12.42,9,3,0
37.5,101.0,2.2,6.08,1.82,64.28,5.05,12.95,10,3,0
29.25,75.25,2.05,6.18,1.82,69.8,4.92,21.75,11,3,0
27.25,77.5,2.15,7.7,1.87,76.3,5.85,19.7,12,3,0
30.25,76.75,2.3,8.48,1.69,76.7,6.38,17.58,13,3,0
27.25,71.5,2.2,8.65,1.52,79.38,6.42,15.18,14,3,0
26.5,78.75,2.2,8.2,1.52,73.82,6.18,12.8,15,3,0
31.0,76.75,2.05,6.95,1.52,62.48,5.38,11.68,16,3,0
28.0,85.0,1.78,7.4,1.66,54.0,5.35,11.62,17,3,0
28.5,95.75,2.05,8.52,1.86,44.68,6.2,11.05,18,3,0
30.5,101.5,1.5,7.42,1.84,38.3,5.18,10.7,19,3,0
32.25,113.0,1.8,7.38,1.82,38.17,5.38,10.12,20,3,0
32.5,113.0,1.8,7.88,1.74,38.88,5.65,9.9,21,3,0
30.5,110.75,1.82,7.65,1.63,38.88,5.55,9.93,22,3,0
32.67,101.0,1.9,7.07,1.61,38.33,5.3,10.1,23,3,0
41.5,90.75,1.7,5.2,1.65,41.17,4.15,9.48,0,3,1
32.5,83.75,1.67,4.77,1.69,30.03,3.9,9.83,1,3,1
29.75,116.75,1.77,6.9,1.84,26.48,5.13,10.1,2,3,1
36.5,122.25,2.3,6.98,1.88,21.72,5.58,10.52,3,3,1
41.75,130.75,2.17,7.08,1.86,20.35,5.5,10.8,4,3,1
40.75,125.75,2.65,8.35,1.86,20.65,6.6,10.72,5,3,1
41.5,107.25,3.85,13.82,1.91,13.2,10.48,10.95,6,3,1
48.0,131.25,4.1,15.88,1.95,18.77,11.75,11.88,7,3,1
54.75,139.75,3.68,12.95,1.83,43.68,9.88,12.82,8,3,1
53.75,125.25,2.3,6.98,1.68,62.18,5.58,14.08,9,3,1
43.0,103.25,2.33,6.2,1.86,73.18,5.18,13.65,10,3,1
44.0,100.5,2.45,5.88,1.88,83.68,5.15,14.38,11,3,1
48.0,93.5,2.22,7.15,1.92,97.3,5.6,18.05,12,3,1
51.25,107.5,2.08,7.38,1.8,106.98,5.6,21.28,13,3,1
49.25,107.0,2.17,9.43,1.61,118.8,6.75,20.65,14,3,1
51.33,113.33,1.93,12.33,1.62,121.87,8.13,18.7,15,3,1
55.75,118.25,1.65,13.2,1.62,103.92,8.38,16.7,16,3,1
54.0,118.75,1.88,8.9,1.58,42.95,6.25,13.5,17,3,1
37.75,120.5,1.78,8.68,1.86,35.35,6.08,10.98,18,3,1
40.33,129.0,1.73,10.33,1.89,34.67,6.93,10.5,19,3,1
41.0,132.0,1.93,9.83,1.83,34.9,6.8,10.23,20,3,1
41.75,118.25,1.92,7.22,1.74,41.38,5.4,10.05,21,3,1
40.0,95.5,1.88,8.57,1.6,35.7,6.08,10.2,22,3,1
38.0,90.0,2.08,9.95,1.6,26.22,6.98,10.85,23,3,1
41.75,119.0,2.25,9.22,1.67,24.63,6.75,11.12,0,3,2
44.25,115.0,2.17,8.7,1.66,21.63,6.4,11.23,1,3,2
44.75,110.0,2.0,9.57,1.93,17.77,6.73,12.93,2,3,2
44.75,136.5,1.9,4.08,1.9,16.3,3.7,15.35,3,3,2
47.0,137.0,1.5,4.1,1.89,16.08,3.4,15.15,4,3,2
43.25,138.5,2.4,5.45,1.96,12.15,4.85,14.88,5,3,2
44.0,159.25,3.35,12.1,1.9,18.32,9.15,13.1,6,3,2
52.75,134.5,3.42,10.65,1.76,30.58,8.45,11.75,7,3,2
48.0,126.75,2.42,6.1,1.62,44.72,5.22,12.45,8,3,2
44.25,123.75,2.15,7.52,1.66,61.2,5.75,13.98,9,3,2
44.0,118.5,2.62,9.78,1.98,77.75,7.35,12.48,10,3,2
50.75,155.5,1.25,8.2,1.86,116.02,5.35,15.62,11,3,2
54.25,145.0,1.88,12.2,1.88,133.28,8.02,19.2,12,3,2
58.5,141.25,2.0,12.58,1.82,133.9,8.32,21.15,13,3,2
56.25,117.0,2.62,10.32,1.86,126.15,7.62,12.95,14,3,2
51.75,108.5,1.62,9.1,1.66,104.35,6.18,16.28,15,3,2
40.5,105.25,1.72,7.02,1.35,45.58,5.12,15.22,16,3,2
29.0,105.5,2.07,4.97,1.45,41.9,4.35,11.6,17,3,2
30.25,84.25,1.82,7.28,1.66,37.52,5.38,12.15,18,3,2
33.25,95.0,1.9,9.12,1.67,35.15,6.4,12.5,19,3,2
32.0,97.75,1.9,13.6,1.69,32.8,8.78,11.72,20,3,2
34.75,105.75,1.9,14.82,1.74,29.0,9.45,12.05,21,3,2
32.0,104.75,2.33,13.15,1.7,24.7,8.88,12.45,22,3,2
38.25,117.25,2.78,16.75,1.74,16.4,11.18,11.7,23,3,2
49.5,134.25,3.18,16.98,1.78,14.13,11.6,11.5,0,3,3
50.0,137.5,2.6,14.6,1.68,16.33,9.87,11.9,1,3,3
46.25,129.25,2.33,11.47,1.78,14.68,8.03,14.37,2,3,3
44.75,139.0,2.45,10.52,1.8,15.42,7.6,13.38,3,3,3
45.25,134.75,2.17,9.25,1.7,20.33,6.7,11.55,4,3,3
39.0,134.0,2.0,7.57,1.7,23.13,5.73,10.87,5,3,3
35.75,144.0,2.82,11.65,1.74,21.42,8.5,10.32,6,3,3
43.75,161.5,3.35,11.52,1.75,24.72,8.88,10.68,7,3,3
51.33,155.33,3.47,13.1,1.71,31.93,9.77,10.87,8,3,3
47.5,158.5,2.78,7.92,1.46,46.92,6.5,11.35,9,3,3
43.0,104.25,1.85,5.7,1.56,56.98,4.53,12.15,10,3,3
31.75,90.5,2.17,8.32,1.62,62.9,6.22,12.3,11,3,3
28.75,116.25,2.3,7.75,1.6,69.4,6.0,15.32,12,3,3
31.5,101.75,2.2,7.15,1.58,62.3,5.58,17.02,13,3,3
31.5,83.0,2.68,6.0,1.42,61.45,5.38,14.0,14,3,3
26.5,81.0,2.3,6.5,1.44,62.7,5.32,13.32,15,3,3
30.5,93.5,5.32,26.62,1.47,37.55,18.48,9.45,16,3,3
32.5,96.75,4.72,28.92,1.57,46.62,19.2,8.22,17,3,3
24.0,52.5,3.48,32.08,1.96,33.45,19.9,9.28,18,3,3
20.75,69.25,3.15,26.38,1.98,34.7,16.58,8.7,19,3,3
22.5,67.5,4.22,26.35,2.0,28.92,17.45,9.1,20,3,3
29.25,84.0,3.92,23.92,1.94,25.52,15.92,9.48,21,3,3
25.0,91.0,3.8,18.32,1.73,23.95,12.85,8.78,22,3,3
32.5,98.25,4.47,20.4,1.8,18.75,14.45,9.2,23,3,3
35.0,133.5,5.75,20.68,1.8,11.5,15.68,9.62,0,3,4
40.75,194.75,4.63,16.43,1.73,19.37,12.53,10.3,1,3,4
57.33,273.67,2.5,12.7,1.89,32.87,8.8,15.53,2,3,4
79.75,263.5,2.35,9.32,1.88,43.02,6.85,16.42,3,3,4
78.5,236.5,2.68,11.4,1.93,36.65,8.25,16.05,4,3,4
78.5,254.0,3.0,13.7,2.01,44.65,9.75,15.48,5,3,4
82.0,190.25,2.98,15.0,1.97,43.35,10.42,15.7,6,3,4
79.25,203.5,3.22,15.22,1.98,45.1,10.72,15.95,7,3,4
80.0,193.5,3.0,13.85,1.95,52.85,9.8,16.32,8,3,4
77.5,206.0,2.92,10.7,1.7,61.85,8.07,15.05,9,3,4
66.0,181.5,2.65,9.0,1.6,63.3,6.93,14.2,10,3,4
52.0,146.5,2.55,9.35,1.56,68.02,7.08,14.38,11,3,4
48.5,118.25,2.52,8.95,1.52,73.9,6.78,15.45,12,3,4
45.5,104.0,2.42,9.28,1.56,79.47,6.9,17.95,13,3,4
40.0,97.25,2.38,10.1,1.46,89.88,7.3,17.48,14,3,4
41.5,94.5,2.25,10.52,1.46,102.28,7.42,17.25,15,3,4
45.75,86.25,1.65,12.28,1.55,121.45,7.9,15.2,16,3,4
51.25,102.5,2.03,22.3,1.64,119.58,13.52,10.65,17,3,4
46.0,116.5,1.85,21.3,1.71,98.02,12.82,8.93,18,3,4
39.25,103.75,1.95,21.75,1.88,98.35,13.15,8.18,19,3,4
43.75,103.5,2.15,23.55,2.05,89.85,14.25,9.62,20,3,4
54.5,122.25,2.68,34.02,2.37,56.7,20.3,10.98,21,3,4
61.0,143.25,2.9,36.9,2.22,51.92,22.0,11.2,22,3,4
68.0,135.75,3.02,32.08,2.11,42.72,19.52,10.65,23,3,4
67.25,131.5,2.42,23.22,1.88,51.43,14.32,10.05,0,3,5
57.0,110.67,2.45,20.2,1.86,53.9,12.75,10.5,1,3,5
59.33,115.0,2.05,19.35,1.84,59.1,11.95,12.0,2,3,5
52.5,115.0,2.25,20.3,1.81,54.6,12.65,11.05,3,3,5
48.5,108.0,2.2,18.7,1.83,59.3,11.75,11.05,4,3,5
48.0,108.75,2.05,16.15,1.89,61.6,10.25,10.92,5,3,5
56.25,125.0,3.6,30.9,2.08,45.92,19.38,13.4,6,3,5
74.75,170.5,3.9,19.92,1.76,70.1,13.8,14.4,7,3,5
76.5,178.75,3.85,24.15,1.75,86.25,15.95,15.0,8,3,5
74.75,204.5,3.0,19.58,1.55,136.1,12.88,16.38,9,3,5
